0.000000,0.995000,0.000000,0.000000
1.002997,0.844602,0.001698,0.026137
1.016760,0.843131,0.001721,0.026049
1.030674,0.841960,0.001697,0.026014
1.044780,0.840660,0.001700,0.026138
1.059141,0.839148,0.001754,0.025838
1.073722,0.837798,0.001721,0.026201
1.088357,0.836164,0.001725,0.026458
1.103362,0.835257,0.001741,0.026453
1.118501,0.833924,0.001744,0.026440
1.133866,0.832557,0.001701,0.026437
1.149347,0.831055,0.001765,0.026660
1.165114,0.829671,0.001745,0.026904
1.181119,0.828429,0.001735,0.026804
1.197447,0.826543,0.001769,0.027132
1.213815,0.825198,0.001763,0.027220
1.230376,0.823788,0.001763,0.027126
1.247283,0.822767,0.001709,0.027051
1.264570,0.821305,0.001670,0.027225
1.281921,0.819702,0.001775,0.027361
1.299414,0.818583,0.001733,0.027496
1.317292,0.817252,0.001736,0.027651
1.335319,0.815788,0.001761,0.027593
1.353622,0.814555,0.001734,0.027921
1.372135,0.813124,0.001706,0.027942
1.391067,0.811379,0.001703,0.028278
1.410162,0.809838,0.001704,0.028707
1.429490,0.808507,0.001718,0.028670
1.449069,0.807000,0.001760,0.028949
1.469011,0.805440,0.001756,0.029198
1.489133,0.803681,0.001786,0.029074
1.509683,0.801845,0.001816,0.028891
1.530438,0.800521,0.001809,0.029201
1.551488,0.799190,0.001792,0.029124
1.572697,0.797619,0.001821,0.029554
1.594386,0.796231,0.001833,0.029897
1.616198,0.794693,0.001773,0.030142
1.638457,0.792836,0.001892,0.030203
1.660961,0.791390,0.001790,0.030647
1.683726,0.789983,0.001831,0.030528
1.706901,0.788657,0.001807,0.030530
1.730344,0.787071,0.001853,0.031243
1.754094,0.785371,0.001838,0.031415
1.778230,0.783736,0.001875,0.031440
1.802587,0.781917,0.001812,0.031852
1.827243,0.780586,0.001831,0.032037
1.852340,0.778912,0.001847,0.032463
1.877717,0.777183,0.001883,0.032294
1.903390,0.775621,0.001882,0.032278
1.929721,0.773731,0.001893,0.032042
1.956295,0.772750,0.001859,0.031928
1.983171,0.771536,0.001839,0.032142
2.010257,0.770424,0.001860,0.032105
2.038056,0.768800,0.001951,0.032156
2.066009,0.767093,0.001848,0.031857
2.094404,0.765095,0.001877,0.031843
2.123244,0.763460,0.001903,0.032024
2.152365,0.762143,0.001872,0.032254
2.181961,0.760736,0.001842,0.032599
2.211983,0.758943,0.002023,0.032629
2.242350,0.757043,0.001890,0.032924
2.273057,0.755819,0.001937,0.032972
2.304264,0.754771,0.001932,0.033363
2.335938,0.752831,0.001929,0.033384
2.368038,0.751362,0.001945,0.033607
2.400503,0.749883,0.001959,0.033962
2.433545,0.747705,0.001927,0.033987
2.466930,0.746100,0.001940,0.034087
2.500861,0.744562,0.001976,0.033604
2.535218,0.742971,0.001980,0.034117
2.570037,0.741431,0.001976,0.034154
2.605396,0.740183,0.002019,0.034177
2.641180,0.738879,0.001993,0.033879
2.677484,0.736986,0.001981,0.034248
2.714346,0.735390,0.001959,0.034506
2.751608,0.733738,0.001955,0.035046
2.789452,0.732236,0.001941,0.035261
2.827685,0.730488,0.001981,0.035175
2.866490,0.729360,0.001950,0.035056
2.905985,0.727121,0.002027,0.035168
2.946024,0.725455,0.002000,0.035079
2.986399,0.723862,0.001982,0.035070
3.027329,0.722562,0.001952,0.035119
3.068945,0.720767,0.001962,0.035560
3.111114,0.718848,0.001996,0.035679
3.153965,0.717405,0.002054,0.035664
3.197465,0.716240,0.002022,0.036051
3.241308,0.714621,0.002014,0.036053
3.285881,0.713329,0.002044,0.035684
3.330918,0.712155,0.002084,0.036045
3.376658,0.710195,0.002049,0.036368
3.423043,0.709038,0.002051,0.036660
3.470248,0.707857,0.002084,0.036666
3.517940,0.706440,0.002028,0.036639
3.566177,0.705586,0.002056,0.036149
3.615248,0.703574,0.002115,0.036057
3.664972,0.702331,0.002047,0.036993
3.715326,0.700529,0.002045,0.036900
3.766305,0.698836,0.002018,0.036832
3.818128,0.697331,0.002116,0.037141
3.870478,0.696540,0.002145,0.037604
3.923774,0.695395,0.002085,0.037939
3.977659,0.694133,0.002059,0.038125
4.032440,0.692490,0.002149,0.037964
4.087891,0.691010,0.002129,0.037157
4.143906,0.689862,0.002086,0.037905
4.200863,0.688662,0.002140,0.038091
4.258638,0.687607,0.002033,0.038660
4.317230,0.685993,0.002117,0.038141
4.376628,0.684826,0.002117,0.038601
4.436811,0.683783,0.002185,0.039174
4.497803,0.681833,0.002191,0.039743
4.559632,0.680364,0.002123,0.039738
4.622251,0.678633,0.002115,0.040415
4.685651,0.677190,0.002205,0.040225
4.750243,0.675871,0.002252,0.040039
4.815388,0.674221,0.002160,0.040204
4.881714,0.672338,0.002179,0.040506
4.948662,0.671129,0.002204,0.039868
5.016765,0.669660,0.002165,0.039567
5.085609,0.667926,0.002153,0.039458
5.155544,0.666200,0.002160,0.039531
5.226509,0.664567,0.002152,0.039596
5.298265,0.663638,0.002136,0.039751
5.371088,0.662695,0.002202,0.040027
5.444948,0.661079,0.002184,0.039278
5.519834,0.659224,0.002216,0.038626
5.595737,0.657814,0.002246,0.038975
5.672634,0.656629,0.002214,0.039507
5.750671,0.654976,0.002161,0.038781
5.829708,0.652907,0.002285,0.038780
5.909961,0.652098,0.002235,0.039475
5.991226,0.650857,0.002260,0.039946
6.073556,0.649807,0.002239,0.039790
6.157028,0.649052,0.002289,0.040119
6.241654,0.647817,0.002254,0.040907
6.327374,0.646229,0.002243,0.041018
6.414434,0.644681,0.002232,0.041728
6.502405,0.643012,0.002306,0.042227
6.592014,0.641217,0.002318,0.042149
